"origen","reservada","correlacion","cantidad"
facebook_comentarios,pibe,manya,239
facebook_comentarios,aborto,embarazo,239
facebook_comentarios,pibe,aca,239
facebook_comentarios,esperanza,salud,239
facebook_comentarios,adolescente,vida,238
facebook_comentarios,arte,música,238
facebook_comentarios,pibe,jajaja,236
facebook_comentarios,drogas,educación,235
facebook_comentarios,esperanza,viva,234
facebook_comentarios,alcohol,sociedad,234
facebook_comentarios,aborto,sociedad,230
facebook_comentarios,alcohol,familia,227
facebook_comentarios,revolución,gobierno,227
facebook_comentarios,alcohol,salud,226
facebook_comentarios,drogas,calle,222
facebook_comentarios,drogas,seguridad,222
facebook_comentarios,arte,obras,222
facebook_comentarios,aborto,derechos,220
facebook_comentarios,aborto,abortos,220
facebook_comentarios,arte,amor,214
facebook_comentarios,aborto,leyes,213
facebook_comentarios,aborto,educación,213
facebook_comentarios,tecnología,gobierno,208
facebook_comentarios,aborto,casos,208
facebook_comentarios,aborto,droga,207
facebook_comentarios,esperanza,ganar,206
facebook_comentarios,esperanza,mal,205
facebook_comentarios,tecnología,vida,205
facebook_comentarios,esperanza,queda,204
facebook_comentarios,revolución,pueblo,204
facebook_comentarios,aborto,niña,203
facebook_comentarios,aborto,decidir,203
facebook_comentarios,arte,personas,202
facebook_comentarios,esperanza,tarde,201
facebook_comentarios,aborto,bebe,200
facebook_comentarios,alcohol,toma,198
facebook_comentarios,alcohol,calle,198
facebook_comentarios,alcohol,accidentes,198
facebook_comentarios,tecnología,educación,197
facebook_comentarios,alcohol,sangre,197
facebook_comentarios,porro,fumando,194
facebook_comentarios,alcohol,menores,188
facebook_comentarios,tecnología,mal,186
facebook_comentarios,estudiante,universidad,185
facebook_comentarios,estudiante,educación,183
facebook_comentarios,ñeri,ñeri,181
facebook_comentarios,arrebato,arrebato,181
facebook_comentarios,arte,gusta,180
facebook_comentarios,arte,sociedad,177
facebook_comentarios,estudiante,gobierno,177
facebook_comentarios,porro,alcohol,177
facebook_comentarios,arte,artista,176
facebook_comentarios,tecnología,ciencia,170
facebook_comentarios,estudiante,estudiar,166
facebook_comentarios,tecnología,tanta,162
facebook_comentarios,porro,fuma,161
facebook_comentarios,sexualidad,vida,155
facebook_comentarios,porro,gobierno,155
facebook_comentarios,porro,mal,154
facebook_comentarios,arte,forma,150
facebook_comentarios,arte,mal,150
facebook_comentarios,porro,vida,147
facebook_comentarios,adolescente,madre,147
facebook_comentarios,estudiante,vida,147
facebook_comentarios,adolescente,familia,147
facebook_comentarios,arte,artistas,143
facebook_comentarios,arte,respeto,143
facebook_comentarios,tecnología,forma,142
facebook_comentarios,porro,fuman,141
facebook_comentarios,porro,droga,139
facebook_comentarios,arte,animal,139
facebook_comentarios,estudiante,personas,136
facebook_comentarios,revolución,cuba,134
facebook_comentarios,porro,pepe,134
facebook_comentarios,estudiante,mal,133
facebook_comentarios,arte,gobierno,133
facebook_comentarios,sexualidad,personas,131
facebook_comentarios,revolución,social,130
facebook_comentarios,revolución,nacional,129
facebook_comentarios,revolución,política,128
facebook_comentarios,estudiante,persona,127
facebook_comentarios,estudiante,familia,126
facebook_comentarios,revolución,democracia,125
facebook_comentarios,sexualidad,sexual,123
facebook_comentarios,revolución,vida,123
facebook_comentarios,adolescente,adolescentes,121
facebook_comentarios,tecnología,saludos,121
facebook_comentarios,diversión,animales,121
facebook_comentarios,tecnología,internet,120
facebook_comentarios,porro,drogas,120
facebook_comentarios,tecnología,sociedad,119
facebook_comentarios,juventudes,juventudes,119
facebook_comentarios,tecnología,países,118
facebook_comentarios,estudiante,medicina,118
facebook_comentarios,porro,pasta,118
facebook_comentarios,revolución,venezuela,117
facebook_comentarios,revolución,frente,117
facebook_comentarios,tecnología,social,116
facebook_comentarios,adolescente,mal,116
facebook_comentarios,tecnología,antel,115
facebook_comentarios,tecnología,sistema,114
facebook_comentarios,revolución,dinero,113
facebook_comentarios,botija,peñarol,113
facebook_comentarios,porro,vino,112
facebook_comentarios,estudiante,derecho,112
facebook_comentarios,porro,fumo,111
facebook_comentarios,estudiante,pagar,111
facebook_comentarios,estudiante,dinero,110
facebook_comentarios,tecnología,hola,109
facebook_comentarios,adolescente,personas,109
facebook_comentarios,revolución,viva,109
facebook_comentarios,tecnología,seguridad,109
facebook_comentarios,adolescente,sociedad,108
facebook_comentarios,botija,suerte,108
facebook_comentarios,sexualidad,sexo,107
facebook_comentarios,sexualidad,mujer,107
facebook_comentarios,revolución,dictadura,106
facebook_comentarios,tecnología,problema,105
facebook_comentarios,estudiante,joven,104
facebook_comentarios,revolución,personas,103
facebook_comentarios,porro,legal,102
facebook_comentarios,botija,pobre,102
facebook_comentarios,tecnología,salud,102
facebook_comentarios,tecnología,calidad,101
facebook_comentarios,tecnología,servicio,101
facebook_comentarios,tecnología,celular,101
facebook_comentarios,estudiante,profesores,100
facebook_comentarios,adolescente,hija,99
facebook_comentarios,porro,cigarro,97
facebook_comentarios,porro,garcia,97
facebook_comentarios,sexualidad,persona,96
facebook_comentarios,revolución,izquierda,96
facebook_comentarios,rapiña,homicidio,96
facebook_comentarios,estudiante,escuela,96
facebook_comentarios,estudiante,calidad,95
facebook_comentarios,adolescente,joven,95
facebook_comentarios,adolescente,mujer,94
facebook_comentarios,revolución,realidad,94
facebook_comentarios,adolescente,menores,94
facebook_comentarios,adolescente,educación,93
facebook_comentarios,estudiante,clase,93
facebook_comentarios,estudiante,pasa,93
facebook_comentarios,adolescente,persona,92
facebook_comentarios,botija,nacional,92
facebook_comentarios,sexualidad,mujeres,92
facebook_comentarios,estudiante,carrera,91
facebook_comentarios,porro,jaja,90
facebook_comentarios,revolución,educación,89
facebook_comentarios,adolescente,ley,88
facebook_comentarios,estudiante,frente,88
facebook_comentarios,porro,pasa,88
facebook_comentarios,porro,olor,88
facebook_comentarios,botija,mal,87
facebook_comentarios,estudiante,plata,87
facebook_comentarios,porro,base,86
facebook_comentarios,revolución,político,86
facebook_comentarios,rapiña,aves,85
facebook_comentarios,porro,fumarse,85
facebook_comentarios,estudiante,profesor,85
facebook_comentarios,adolescente,niña,85
facebook_comentarios,estudiante,liceo,84
facebook_comentarios,revolución,historia,84
facebook_comentarios,porro,tomar,83
facebook_comentarios,estudiante,nacional,83
facebook_comentarios,porro,peor,83
facebook_comentarios,revolución,cambio,83
facebook_comentarios,sexualidad,hombres,81
facebook_comentarios,revolución,países,81
facebook_comentarios,adolescente,baja,81
facebook_comentarios,revolución,mal,81
facebook_comentarios,estudiante,docentes,80
facebook_comentarios,revolución,bolivariana,80
facebook_comentarios,porro,tabaco,80
facebook_comentarios,revolución,llegar,80
facebook_comentarios,revolución,medio,79
facebook_comentarios,revolución,gobiernos,78
facebook_comentarios,adolescente,justicia,78
facebook_comentarios,porro,personas,78
facebook_comentarios,revolución,forma,77
facebook_comentarios,botija,jugador,77
facebook_comentarios,porro,ley,76
facebook_comentarios,sexualidad,gay,76
facebook_comentarios,adolescente,pasa,76
facebook_comentarios,plancha,jajaja,76
facebook_comentarios,sexualidad,respeto,75
facebook_comentarios,adolescente,respeto,75
facebook_comentarios,botija,jugar,73
facebook_comentarios,sexualidad,sociedad,72
facebook_comentarios,adolescente,problema,72
facebook_comentarios,sexualidad,vivir,72
facebook_comentarios,botija,vida,72
facebook_comentarios,diversión,vida,72
facebook_comentarios,adolescente,padre,72
facebook_comentarios,sexualidad,derecho,69
facebook_comentarios,adolescente,forma,69
facebook_comentarios,diversión,animal,68
facebook_comentarios,botija,pibe,68
facebook_comentarios,adolescente,adulto,68
facebook_comentarios,sexualidad,importa,67
facebook_comentarios,adolescente,peor,67
facebook_comentarios,plancha,mal,66
facebook_comentarios,adolescente,embarazo,65
facebook_comentarios,rapiña,gobierno,65
facebook_comentarios,adolescente,derechos,64
facebook_comentarios,sexualidad,mal,64
facebook_comentarios,botija,futbol,64
facebook_comentarios,botija,cancha,64
facebook_comentarios,rapiña,robo,64
facebook_comentarios,hurto,rapiña,63
facebook_comentarios,rapiña,hurto,63
facebook_comentarios,adolescente,jóvenes,62
facebook_comentarios,rapiña,menores,62
facebook_comentarios,sexualidad,homosexuales,62
facebook_comentarios,rapiña,delincuentes,61
facebook_comentarios,plancha,jaja,61
facebook_comentarios,botija,futuro,61
facebook_comentarios,diversión,matar,61
facebook_comentarios,sexualidad,familia,61
facebook_comentarios,rapiña,vida,59
facebook_comentarios,botija,fuerza,59
facebook_comentarios,rapiña,delitos,57
facebook_comentarios,creatividad,vida,56
facebook_comentarios,plancha,peñarol,56
facebook_comentarios,diversión,personas,56
facebook_comentarios,sexualidad,educación,55
facebook_comentarios,sexualidad,hablar,54
facebook_comentarios,plancha,nacional,53
facebook_comentarios,sexualidad,derechos,53
facebook_comentarios,sexualidad,amor,53
facebook_comentarios,sexualidad,forma,53
facebook_comentarios,rapiña,baja,53
facebook_comentarios,rapiña,pena,53
facebook_comentarios,sexualidad,problema,52
facebook_comentarios,sexualidad,homosexual,52
facebook_comentarios,rapiña,muerte,52
facebook_comentarios,botija,jugadores,52
facebook_comentarios,sexualidad,comentarios,52
facebook_comentarios,plancha,jugador,51
facebook_comentarios,creatividad,personas,51
facebook_comentarios,sexualidad,pareja,50
facebook_comentarios,guacho,jugar,50
facebook_comentarios,rapiña,policía,50
facebook_comentarios,sexualidad,dejen,50
facebook_comentarios,sexualidad,libre,50
facebook_comentarios,botija,celeste,50
facebook_comentarios,rapiña,ley,50
facebook_comentarios,plancha,vida,49
facebook_comentarios,rapiña,violación,48
facebook_comentarios,rapiña,delito,48
facebook_comentarios,plancha,pasa,48
facebook_comentarios,rapiña,justicia,47
facebook_comentarios,creatividad,gusta,47
facebook_comentarios,creatividad,programa,47
facebook_comentarios,rapiña,copamiento,47
facebook_comentarios,botija,goles,46
facebook_comentarios,botija,cuadro,46
facebook_comentarios,botija,gol,45
facebook_comentarios,gurí,suerte,45
facebook_comentarios,botija,equipo,44
facebook_comentarios,rapiña,secuestro,44
facebook_comentarios,creatividad,imaginación,44
facebook_comentarios,botija,pasa,44
facebook_comentarios,botija,viejo,44
facebook_comentarios,guacho,vida,44
facebook_comentarios,plancha,pecho,43
facebook_comentarios,guacho,suerte,43
facebook_comentarios,rapiña,pasa,42
facebook_comentarios,creatividad,mal,42
facebook_comentarios,botija,seguro,42
facebook_comentarios,botija,camiseta,42
facebook_comentarios,botija,felicitaciones,42
facebook_comentarios,guacho,peñarol,42
facebook_comentarios,diversión,muerte,42
facebook_comentarios,diversión,mal,42
facebook_comentarios,guacho,jugador,41
facebook_comentarios,botija,cabeza,41
facebook_comentarios,plancha,gobierno,41
facebook_comentarios,plancha,futbol,41
facebook_comentarios,rapiña,seguridad,41
facebook_comentarios,botija,familia,40
facebook_comentarios,hurto,justicia,40
facebook_comentarios,rapiña,asesinato,40
facebook_comentarios,botija,club,40
facebook_comentarios,plancha,frente,40
facebook_comentarios,rapiña,antecedentes,39
facebook_comentarios,plancha,hablar,39
facebook_comentarios,plancha,jugar,39
facebook_comentarios,hurto,delito,39
facebook_comentarios,infracción,ley,38
facebook_comentarios,gurí,pobre,38
facebook_comentarios,rapiña,mal,38
facebook_comentarios,rapiña,graves,38
facebook_comentarios,rapiña,familia,38
facebook_comentarios,rapiña,presos,38
facebook_comentarios,hurto,antecedentes,37
facebook_comentarios,creatividad,talento,37
facebook_comentarios,creatividad,arte,37
facebook_comentarios,guacho,fuerza,37
facebook_comentarios,infracción,multa,37
facebook_comentarios,infracción,tránsito,37
facebook_comentarios,plancha,mierda,37
facebook_comentarios,guacho,pibe,37
facebook_comentarios,creatividad,cero,36
facebook_comentarios,creatividad,ingenio,36
facebook_comentarios,infracción,cometió,36
facebook_comentarios,diversión,matan,36
facebook_comentarios,plancha,cumbia,35
facebook_comentarios,plancha,gusta,35
facebook_comentarios,plancha,cancha,35
facebook_comentarios,plancha,patada,35
facebook_comentarios,plancha,fa,35
facebook_comentarios,plancha,pobre,35
facebook_comentarios,plancha,negro,35
facebook_comentarios,hurto,delitos,35
facebook_comentarios,guacho,pobre,34
facebook_comentarios,plancha,pelo,34
facebook_comentarios,infracción,mal,34
facebook_comentarios,plancha,fútbol,33
facebook_comentarios,guacho,loco,33
facebook_comentarios,diversión,toros,33
facebook_comentarios,plancha,suarez,33
facebook_comentarios,gurí,fuerza,33
facebook_comentarios,plancha,paso,33
facebook_comentarios,hurto,robo,32
facebook_comentarios,guacho,nacional,32
facebook_comentarios,guacho,mal,32
facebook_comentarios,diversión,cultura,32
facebook_comentarios,plancha,roja,32
facebook_comentarios,hurto,personas,31
facebook_comentarios,arrebato,vida,31
facebook_comentarios,diversión,persona,31
facebook_comentarios,diversión,amigos,30
facebook_comentarios,diversión,pasa,30
facebook_comentarios,guacho,camiseta,29
facebook_comentarios,hurto,violencia,29
facebook_comentarios,guacho,juega,29
facebook_comentarios,guacho,aguante,28
facebook_comentarios,hurto,agravado,28
facebook_comentarios,hurto,policía,28
facebook_comentarios,hurto,homicidio,28
facebook_comentarios,diversión,humanos,28
facebook_comentarios,diversión,deporte,28
facebook_comentarios,guacho,carajo,27
facebook_comentarios,diversión,fútbol,27
facebook_comentarios,guacho,jajaja,27
facebook_comentarios,guacho,dale,27
facebook_comentarios,hurto,gobierno,27
facebook_comentarios,gurí,vida,27
facebook_comentarios,diversión,forma,26
facebook_comentarios,guacho,celeste,26
facebook_comentarios,diversión,problema,26
facebook_comentarios,diversión,gusta,26
facebook_comentarios,diversión,sana,26
facebook_comentarios,guacho,futuro,26
facebook_comentarios,guacho,bolso,26
facebook_comentarios,hurto,ley,26
facebook_comentarios,infracción,persona,25
facebook_comentarios,guacho,viejo,25
facebook_comentarios,hurto,mal,25
facebook_comentarios,diversión,pobres,25
facebook_comentarios,diversión,seres,25
facebook_comentarios,infracción,comete,25
facebook_comentarios,guacho,pasa,24
facebook_comentarios,hurto,denuncia,24
facebook_comentarios,gurí,nacional,24
facebook_comentarios,guacho,jugadores,24
facebook_comentarios,gurí,peñarol,23
facebook_comentarios,infracción,calle,23
facebook_comentarios,guacho,ganar,23
facebook_comentarios,hurto,delincuentes,23
facebook_comentarios,hurto,seguridad,23
facebook_comentarios,hurto,delincuente,23
facebook_comentarios,guacho,manya,22
facebook_comentarios,guacho,partidos,22
facebook_comentarios,guacho,padre,22
facebook_comentarios,infracción,leyes,22
facebook_comentarios,gurí,um,22
facebook_comentarios,infracción,inspector,22
facebook_comentarios,infracción,gobierno,20
facebook_comentarios,hurto,vida,20
facebook_comentarios,gurí,mal,20
facebook_comentarios,infracción,jugador,20
facebook_comentarios,hurto,robar,19
facebook_comentarios,hurto,persona,19
facebook_comentarios,hurto,cárcel,19
facebook_comentarios,infracción,inspectores,19
facebook_comentarios,hurto,menores,19
facebook_comentarios,gurí,felicitaciones,19
facebook_comentarios,gurí,pra,19
facebook_comentarios,hurto,pena,18
facebook_comentarios,infracción,conductor,18
facebook_comentarios,infracción,delito,18
facebook_comentarios,hurto,penas,18
facebook_comentarios,gurí,padre,18
facebook_comentarios,hurto,muerte,18
facebook_comentarios,hurto,frente,18
facebook_comentarios,hurto,familia,18
facebook_comentarios,gurí,barbaridade,17
facebook_comentarios,gurí,jugador,17
facebook_comentarios,fecundidad,fecundidad,17
facebook_comentarios,infracción,auto,17
facebook_comentarios,infracción,vida,17
facebook_comentarios,infracción,policía,16
facebook_comentarios,infracción,pasa,16
facebook_comentarios,gurí,camiseta,16
facebook_comentarios,gurí,cancha,16
facebook_comentarios,gurí,feliz,16
facebook_comentarios,gurí,familia,16
facebook_comentarios,infracción,transito,16
facebook_comentarios,gurí,historia,15
facebook_comentarios,gurí,importa,15
facebook_comentarios,infracción,acuerdo,15
facebook_comentarios,infracción,mieres,15
facebook_comentarios,infracción,infracciones,15
facebook_comentarios,infracción,sanción,15
facebook_comentarios,arrebato,robo,15
facebook_comentarios,infracción,vehículo,15
facebook_comentarios,arrebato,calle,14
facebook_comentarios,gurí,vai,14
facebook_comentarios,gurí,chico,14
facebook_comentarios,gurí,muito,14
facebook_comentarios,infracción,normas,14
facebook_comentarios,infracción,personas,14
facebook_comentarios,arrebato,gobierno,14
facebook_comentarios,gurí,só,13
facebook_comentarios,arrebato,libertad,13
facebook_comentarios,arrebato,persona,13
facebook_comentarios,gurí,futuro,13
facebook_comentarios,gurí,fútbol,13
facebook_comentarios,gurí,pueblo,13
facebook_comentarios,gurí,pasa,13
facebook_comentarios,arrebato,familia,12
facebook_comentarios,arrebato,moto,11
facebook_comentarios,arrebato,muerte,11
facebook_comentarios,arrebato,pensar,10
facebook_comentarios,ñeri,peñarol,10
facebook_comentarios,arrebato,seguridad,10
facebook_comentarios,ñeri,jajaja,10
facebook_comentarios,arrebato,ministro,9
facebook_comentarios,arrebato,mal,9
facebook_comentarios,arrebato,policía,9
facebook_comentarios,arrebato,hablar,9
facebook_comentarios,arrebato,frente,9
facebook_comentarios,arrebato,dictadura,9
facebook_comentarios,arrebato,rapiña,8
facebook_comentarios,arrebato,oportunidad,8
facebook_comentarios,arrebato,pueblo,8
facebook_comentarios,arrebato,droga,8
facebook_comentarios,arrebato,ciudad,8
facebook_comentarios,arrebato,realidad,8
facebook_comentarios,arrebato,dinero,8
facebook_comentarios,arrebato,justicia,8
facebook_comentarios,arrebato,políticos,8
facebook_comentarios,arrebato,madre,8
facebook_comentarios,fecundidad,baja,7
facebook_comentarios,ñeri,jaja,6
facebook_comentarios,ñeri,bo,6
facebook_comentarios,fecundidad,mujeres,5
facebook_comentarios,fecundidad,pobreza,5
facebook_comentarios,fecundidad,social,5
facebook_comentarios,fecundidad,métodos,5
facebook_comentarios,fecundidad,derecho,5
facebook_comentarios,fecundidad,clases,5
facebook_comentarios,fecundidad,educación,5
facebook_comentarios,fecundidad,pueblos,5
facebook_comentarios,ñeri,plata,5
facebook_comentarios,ñeri,feliz,4
facebook_comentarios,fecundidad,miseria,4
facebook_comentarios,fecundidad,nombre,4
facebook_comentarios,fecundidad,final,4
facebook_comentarios,fecundidad,elementos,4
facebook_comentarios,fecundidad,empresas,4
facebook_comentarios,fecundidad,futuro,4
facebook_comentarios,fecundidad,abortos,4
facebook_comentarios,fecundidad,humana,4
facebook_comentarios,fecundidad,control,4
facebook_comentarios,fecundidad,máxima,4
facebook_comentarios,fecundidad,consumo,4
facebook_comentarios,fecundidad,agua,4
facebook_comentarios,fecundidad,consecuencia,4
facebook_comentarios,fecundidad,desarrollo,4
facebook_comentarios,ñeri,mujica,4
facebook_comentarios,ñeri,medio,4
facebook_comentarios,ñeri,plancha,4
facebook_comentarios,ñeri,aguante,4
facebook_comentarios,ñeri,idioma,4
facebook_comentarios,ñeri,alto,4
facebook_comentarios,ñeri,ley,4
facebook_comentarios,fecundidad,base,4
facebook_comentarios,ñeri,vapai,4
facebook_comentarios,fecundidad,naturales,4
facebook_comentarios,fecundidad,natalidad,4
facebook_comentarios,fecundidad,intelectuales,4
facebook_comentarios,fecundidad,intelectual,4
facebook_comentarios,ñeri,jajajaja,3
facebook_comentarios,ñeri,golero,3
facebook_comentarios,ñeri,castillo,3
facebook_comentarios,ñeri,boleto,3
facebook_comentarios,ñeri,futbol,3
facebook_comentarios,ñeri,hablar,3
facebook_comentarios,ñeri,ja,3
facebook_comentarios,ñeri,liceo,3
facebook_comentarios,ñeri,jugar,3
facebook_comentarios,ñeri,asesinatos,3
facebook_comentarios,ñeri,armas,3
post_facebook,amigos,amigos,"12,295"
post_facebook,fútbol,fútbol,"10,212"
post_facebook,familia,familia,"8,905"
post_facebook,salud,salud,"6,536"
post_facebook,música,música,"6,037"
post_facebook,jóvenes,jóvenes,"4,307"
post_facebook,educación,educación,"4,208"
post_facebook,futuro,futuro,"4,065"
post_facebook,joven,joven,"3,892"
post_facebook,derechos,derechos,"3,701"
post_facebook,juventud,juventud,"3,555"
post_facebook,violencia,violencia,"3,151"
post_facebook,libertad,libertad,"3,046"
post_facebook,arte,arte,"2,101"
post_facebook,deporte,deporte,"2,066"
post_facebook,esperanza,esperanza,"2,040"
post_facebook,menores,menores,"1,956"
post_facebook,fútbol,club,"1,526"
post_facebook,tecnología,tecnología,"1,450"
post_facebook,fútbol,nacional,"1,416"
post_facebook,fútbol,selección,"1,163"
post_facebook,amigos,familia,"1,149"
post_facebook,fútbol,peñarol,"1,120"
post_facebook,derechos,humanos,"1,089"
post_facebook,amigos,facebook,"1,086"
post_facebook,amigos,hola,"1,065"
post_facebook,drogas,drogas,"1,000"
post_facebook,fútbol,equipo,987
post_facebook,amigos,blogspot,917
post_facebook,aborto,aborto,898
post_facebook,sexo,sexo,890
post_facebook,amigos,vida,842
post_facebook,música,entra,808
post_facebook,música,inolvidablefm,797
post_facebook,robo,robo,790
post_facebook,juventud,nacional,749
post_facebook,delito,delito,734
post_facebook,alcohol,alcohol,720
post_facebook,adolescente,adolescente,684
post_facebook,juventud,piedras,603
post_facebook,juventud,peñarol,588
post_facebook,trabajador,trabajador,587
post_facebook,trabajador,trabajador,587
post_facebook,jóvenes,nacional,545
post_facebook,música,inolvidable,540
post_facebook,música,aire,525
post_facebook,estudiante,estudiante,517
post_facebook,música,escuchar,502
post_facebook,música,online,498
post_facebook,revolución,revolución,484
post_facebook,esperanza,vida,473
post_facebook,juventud,clausura,465
post_facebook,música,fm,463
post_facebook,música,web,455
post_facebook,pibe,pibe,431
post_facebook,jóvenes,programa,419
post_facebook,creatividad,creatividad,400
post_facebook,innovación,innovación,382
post_facebook,jóvenes,vida,374
post_facebook,esperanza,amor,373
post_facebook,música,voz,355
post_facebook,música,mensaje,348
post_facebook,música,radio,347
post_facebook,jóvenes,personas,345
post_facebook,música,vida,337
post_facebook,diversión,diversión,335
post_facebook,juventud,jóvenes,325
post_facebook,aborto,vida,320
post_facebook,aborto,ley,296
post_facebook,esperanza,blogspot,243
post_facebook,drogas,nacional,231
post_facebook,esperanza,corazón,202
post_facebook,arte,amor,190
post_facebook,rapiña,rapiña,187
post_facebook,arte,cultura,181
post_facebook,arte,vida,177
post_facebook,juventudes,juventudes,175
post_facebook,sexualidad,sexualidad,173
post_facebook,arte,música,152
post_facebook,botija,botija,147
post_facebook,arte,obra,140
post_facebook,tecnología,ciencia,139
post_facebook,arte,facebook,136
post_facebook,arte,rodríguez,135
post_facebook,arte,revista,131
post_facebook,arte,historia,130
post_facebook,arte,obras,129
post_facebook,plancha,plancha,128
post_facebook,tecnología,vida,125
post_facebook,tecnología,información,121
post_facebook,porro,porro,105
post_facebook,tecnología,nacional,100
post_facebook,tecnología,personas,99
post_facebook,innovación,nacional,81
post_facebook,juventudes,nacional,72
post_facebook,juventudes,jóvenes,71
post_facebook,infracción,infracción,69
post_facebook,innovación,investigación,66
post_facebook,innovación,tecnología,62
post_facebook,juventudes,juventud,61
post_facebook,innovación,educación,59
post_facebook,innovación,desarrollo,58
post_facebook,juventudes,inju,57
post_facebook,creatividad,grupo,57
post_facebook,juventudes,plan,53
post_facebook,gurí,gurí,52
post_facebook,hurto,hurto,52
post_facebook,juventudes,gl,50
post_facebook,creatividad,producción,50
post_facebook,juventudes,goo,50
post_facebook,creatividad,info,48
post_facebook,juventudes,acción,48
post_facebook,innovación,social,48
post_facebook,creatividad,agosto,46
post_facebook,juventudes,mides,45
post_facebook,guacho,guacho,45
post_facebook,innovación,cultura,44
post_facebook,innovación,producción,44
post_facebook,creatividad,desarrolla,43
post_facebook,creatividad,comienza,43
post_facebook,innovación,información,43
post_facebook,innovación,proyecto,43
post_facebook,creatividad,semana,42
post_facebook,creatividad,marcelo,41
post_facebook,creatividad,dj,41
post_facebook,creatividad,marcelocastelli,40
post_facebook,creatividad,electronica,40
post_facebook,creatividad,musica,40
post_facebook,creatividad,castelli,40
post_facebook,innovación,gobierno,40
post_facebook,creatividad,limitados,39
post_facebook,juventudes,conferencia,39
post_facebook,innovación,sociedad,39
post_facebook,creatividad,cupos,39
post_facebook,diversión,playas,39
post_facebook,juventudes,juy,39
post_facebook,creatividad,diego,38
post_facebook,innovación,medio,38
post_facebook,innovación,programa,37
post_facebook,creatividad,música,36
post_facebook,innovación,agencia,36
post_facebook,innovación,forma,36
post_facebook,innovación,futuro,35
post_facebook,innovación,ciencia,35
post_facebook,innovación,público,35
post_facebook,innovación,ganar,34
post_facebook,innovación,universidad,34
post_facebook,innovación,empresas,33
post_facebook,innovación,proyectos,33
post_facebook,innovación,tecnológica,33
post_facebook,innovación,org,33
post_facebook,innovación,república,33
post_facebook,diversión,juegos,32
post_facebook,innovación,política,32
post_facebook,juventudes,políticas,31
post_facebook,diversión,vacaciones,30
post_facebook,diversión,familia,29
post_facebook,juventudes,agosto,29
post_facebook,juventudes,director,27
post_facebook,juventudes,gub,27
post_facebook,arrebato,arrebato,27
post_facebook,juventudes,rodríguez,26
post_facebook,juventudes,info,26
post_facebook,diversión,música,25
post_facebook,juventudes,matías,24
post_facebook,juventudes,instituto,23
post_facebook,juventudes,v,23
post_facebook,juventudes,innova,21
post_facebook,juventudes,innovaportal,21
post_facebook,juventudes,participar,21
post_facebook,juventudes,front,20
post_facebook,juventudes,presentación,20
post_facebook,juventudes,participación,20
post_facebook,juventudes,talleres,20
post_facebook,fecundidad,fecundidad,7
post_facebook,ñeri,ñeri,4
twitter,amigos,amigos,"3,085"
twitter,fútbol,fútbol,"2,634"
twitter,familia,familia,"2,077"
twitter,educación,educación,"1,793"
twitter,música,música,"1,695"
twitter,salud,salud,"1,248"
twitter,jóvenes,jóvenes,"1,163"
twitter,futuro,futuro,"1,106"
twitter,violencia,violencia,974
twitter,juventud,juventud,744
twitter,libertad,libertad,717
twitter,joven,joven,706
twitter,derechos,derechos,695
twitter,arte,arte,658
twitter,deporte,deporte,631
twitter,tecnología,tecnología,382
twitter,robo,robo,348
twitter,esperanza,esperanza,327
twitter,alcohol,alcohol,289
twitter,innovación,innovación,160
twitter,diversión,diversión,129
twitter,revolución,revolución,129
twitter,adolescente,adolescente,125
twitter,estudiante,estudiante,121
twitter,creatividad,creatividad,102
twitter,rapiña,rapiña,71
twitter,botija,botija,46
twitter,plancha,plancha,41
twitter,gurí,gurí,32
twitter,guacho,guacho,31
twitter,arrebato,arrebato,23
twitter,juventudes,juventudes,22
twitter,infracción,infracción,14
twitter,ñeri,ñeri,13
twitter,ñeri,wenieri,4
twitter,ñeri,cocoeldelcamion,4
